date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:13:25	36496/36496	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202017%2014:13:19%20GMT	http://www.livelongerrunning.com/lifespan-tr-1200i-folding-treadmill-review/	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/lifespan-tr-1200i-folding-treadmill-review/index.html	(from http://www.livelongerrunning.com/)
15:13:25	36443/36443	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202017%2014:13:20%20GMT	http://www.livelongerrunning.com/horizon-fitness-t101-04-treadmill-review/	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/horizon-fitness-t101-04-treadmill-review/index.html	(from http://www.livelongerrunning.com/)
15:13:26	675/675	---M--	200	added ('OK')	image/png	date:Mon,%2012%20Oct%202015%2023:18:49%20GMT	http://www.livelongerrunning.com/images/stars/three-star.png	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/images/stars/three-star.png	(from http://www.livelongerrunning.com/)
15:13:26	36673/36673	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202017%2014:13:20%20GMT	http://www.livelongerrunning.com/proform-power-995c-treadmill-review/	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/proform-power-995c-treadmill-review/index.html	(from http://www.livelongerrunning.com/)
15:13:26	36445/36445	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202017%2014:13:21%20GMT	http://www.livelongerrunning.com/sole-fitness-f85-folding-treadmill-review/	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/sole-fitness-f85-folding-treadmill-review/index.html	(from http://www.livelongerrunning.com/)
15:13:26	816/816	---M--	200	added ('OK')	image/png	date:Mon,%2012%20Oct%202015%2023:18:48%20GMT	http://www.livelongerrunning.com/images/stars/two-half-star.png	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/images/stars/two-half-star.png	(from http://www.livelongerrunning.com/)
15:13:27	36348/36348	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202017%2014:13:21%20GMT	http://www.livelongerrunning.com/proform-power-995-treadmill-review/	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/proform-power-995-treadmill-review/index.html	(from http://www.livelongerrunning.com/)
15:13:27	36372/36372	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202017%2014:13:22%20GMT	http://www.livelongerrunning.com/sole-fitness-f80-folding-treadmill-review/	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/sole-fitness-f80-folding-treadmill-review/index.html	(from http://www.livelongerrunning.com/)
15:13:27	681/681	---M--	200	added ('OK')	image/png	date:Mon,%2012%20Oct%202015%2023:18:48%20GMT	http://www.livelongerrunning.com/images/stars/two-star.png	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/images/stars/two-star.png	(from http://www.livelongerrunning.com/)
15:13:28	36270/36270	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202017%2014:13:22%20GMT	http://www.livelongerrunning.com/horizon-fitness-t101-3-treadmill-review/	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/horizon-fitness-t101-3-treadmill-review/index.html	(from http://www.livelongerrunning.com/)
15:13:29	37035/37035	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202017%2014:13:22%20GMT	http://www.livelongerrunning.com/proform-505-cst-treadmill-review/	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/proform-505-cst-treadmill-review/index.html	(from http://www.livelongerrunning.com/)
15:13:29	793/793	---M--	200	added ('OK')	image/png	date:Mon,%2012%20Oct%202015%2023:18:49%20GMT	http://www.livelongerrunning.com/images/stars/one-half-star.png	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/images/stars/one-half-star.png	(from http://www.livelongerrunning.com/)
15:13:29	36542/36542	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202017%2014:13:23%20GMT	http://www.livelongerrunning.com/sole-fitness-f63-folding-treadmill/	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/sole-fitness-f63-folding-treadmill/index.html	(from http://www.livelongerrunning.com/)
15:13:31	191/191	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2020%20Apr%202015%2001:49:51%20GMT	http://www.livelongerrunning.com/wp-content/themes/livelongerrunning/assets/javascripts/build/global.min.js?ver=0.0.2	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/wp-content/themes/livelongerrunning/assets/javascripts/build/global.min2fb2.js	(from http://www.livelongerrunning.com/)
15:13:31	37062/37062	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202017%2014:13:24%20GMT	http://www.livelongerrunning.com/weslo-cadence-r-5-2-treadmill-review/	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/weslo-cadence-r-5-2-treadmill-review/index.html	(from http://www.livelongerrunning.com/)
15:13:31	36198/36198	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202017%2014:13:24%20GMT	http://www.livelongerrunning.com/horizon-evolve-sg-compact-treadmill-review/	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/horizon-evolve-sg-compact-treadmill-review/index.html	(from http://www.livelongerrunning.com/)
15:13:31	35959/35959	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202017%2014:13:25%20GMT	http://www.livelongerrunning.com/proform-6-0-rt-review/	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/proform-6-0-rt-review/index.html	(from http://www.livelongerrunning.com/)
15:13:31	1403/1403	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2022%20Aug%202016%2016:13:44%20GMT	http://www.livelongerrunning.com/wp-includes/js/wp-embed.min.js?ver=4.6.4	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/wp-includes/js/wp-embed.min82d0.js	(from http://www.livelongerrunning.com/)
15:13:33	36439/36439	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202017%2014:13:27%20GMT	http://www.livelongerrunning.com/merit-fitness-715t-plus-treadmill/	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/merit-fitness-715t-plus-treadmill/index.html	(from http://www.livelongerrunning.com/)
15:13:33	35643/35643	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202017%2014:13:27%20GMT	http://www.livelongerrunning.com/how-to-effectively-incorporate-a-treadmill-into-your-workout-routine/	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/how-to-effectively-incorporate-a-treadmill-into-your-workout-routine/index.html	(from http://www.livelongerrunning.com/)
15:13:34	43/43	---MC-	200	added ('OK')	image/gif	date:Thu,%2013%20Apr%202017%2014:13:28%20GMT	http://in.getclicky.com/100654010ns.gif	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/in.getclicky.com/100654010ns.gif	(from http://www.livelongerrunning.com/)
15:13:35	35274/35274	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202017%2014:13:28%20GMT	http://www.livelongerrunning.com/tips-for-building-upper-body-strength/	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/tips-for-building-upper-body-strength/index.html	(from http://www.livelongerrunning.com/)
15:13:35	35182/35182	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202017%2014:13:29%20GMT	http://www.livelongerrunning.com/the-best-music-to-keep-you-going/	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/the-best-music-to-keep-you-going/index.html	(from http://www.livelongerrunning.com/)
15:13:35	35242/35242	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202017%2014:13:29%20GMT	http://www.livelongerrunning.com/easing-cardio-back-woes/	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/easing-cardio-back-woes/index.html	(from http://www.livelongerrunning.com/)
15:13:36	35273/35273	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202017%2014:13:30%20GMT	http://www.livelongerrunning.com/tips-to-keep-you-from-getting-bored/	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/tips-to-keep-you-from-getting-bored/index.html	(from http://www.livelongerrunning.com/)
15:13:37	31180/31180	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202017%2014:13:31%20GMT	http://www.livelongerrunning.com/disclaimer/	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/disclaimer/index.html	(from http://www.livelongerrunning.com/)
15:13:37	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Apr%202017%2014:13:31%20GMT	http://www.livelongerrunning.com/wp-content/themes/livelongerrunning/assets/images/build/submit-bg.gif	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/wp-content/themes/livelongerrunning/assets/images/build/submit-bg.gif	(from http://www.livelongerrunning.com/wp-content/themes/livelongerrunning/style.css)
15:13:37	47330/47330	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202017%2014:13:31%20GMT	http://www.livelongerrunning.com/privacy-statement/	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/privacy-statement/index.html	(from http://www.livelongerrunning.com/)
15:13:37	783/783	---M--	200	added ('OK')	image/png	date:Mon,%2012%20Oct%202015%2022:57:51%20GMT	http://www.livelongerrunning.com/images/search.png	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/images/search.png	(from http://www.livelongerrunning.com/wp-content/themes/livelongerrunning/style.css)
15:13:37	40274/40274	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202017%2014:13:32%20GMT	http://www.livelongerrunning.com/terms-of-use/	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/terms-of-use/index.html	(from http://www.livelongerrunning.com/)
15:13:38	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Apr%202017%2014:13:33%20GMT	http://www.livelongerrunning.com/wp-content/themes/livelongerrunning/assets/images/build/blue-dots.png	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/wp-content/themes/livelongerrunning/assets/images/build/blue-dots.png	(from http://www.livelongerrunning.com/wp-content/themes/livelongerrunning/style.css)
15:13:39	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Apr%202017%2014:13:34%20GMT	http://www.livelongerrunning.com/wp-content/themes/livelongerrunning/assets/images/build/blue-dots.png	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/wp-content/themes/livelongerrunning/assets/images/build/blue-dots.png	(from http://www.livelongerrunning.com/wp-content/themes/livelongerrunning/style.css)
15:13:40	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Apr%202017%2014:13:35%20GMT	http://www.livelongerrunning.com/GET	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/GET	(from http://www.livelongerrunning.com/wp-content/themes/livelongerrunning/assets/javascripts/libraries/respond.min.js?ver=4.6.4)
15:13:41	2535/2535	---M-Z	200	added ('OK')	application/json	date:Thu,%2013%20Apr%202017%2014:13:36%20GMT	http://www.livelongerrunning.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.livelongerrunning.com%2Feasy-tips-that-will-help-you-build-up-your-endurance%2F	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/wp-json/oembed/1.0/embed1b38.json	(from http://www.livelongerrunning.com/easy-tips-that-will-help-you-build-up-your-endurance/)
15:13:42	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Apr%202017%2014:13:36%20GMT	http://www.livelongerrunning.com/?p=550	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/indexa165.html	(from http://www.livelongerrunning.com/easy-tips-that-will-help-you-build-up-your-endurance/)
15:13:43	2820/2820	---M-Z	200	added ('OK')	text/xml	date:Thu,%2013%20Apr%202017%2014:13:37%20GMT	http://www.livelongerrunning.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.livelongerrunning.com%2Feasy-tips-that-will-help-you-build-up-your-endurance%2F&format=xml	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/wp-json/oembed/1.0/embed0518	(from http://www.livelongerrunning.com/easy-tips-that-will-help-you-build-up-your-endurance/)
15:13:43	2440/2440	---M-Z	200	added ('OK')	application/json	date:Thu,%2013%20Apr%202017%2014:13:38%20GMT	http://www.livelongerrunning.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.livelongerrunning.com%2Fhow-to-burn-more-fat-and-calories%2F	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/wp-json/oembed/1.0/embed127c.json	(from http://www.livelongerrunning.com/how-to-burn-more-fat-and-calories/)
15:13:44	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Apr%202017%2014:13:39%20GMT	http://www.livelongerrunning.com/?p=554	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/index0971.html	(from http://www.livelongerrunning.com/how-to-burn-more-fat-and-calories/)
15:13:44	2725/2725	---M-Z	200	added ('OK')	text/xml	date:Thu,%2013%20Apr%202017%2014:13:39%20GMT	http://www.livelongerrunning.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.livelongerrunning.com%2Fhow-to-burn-more-fat-and-calories%2F&format=xml	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/wp-json/oembed/1.0/embed0823	(from http://www.livelongerrunning.com/how-to-burn-more-fat-and-calories/)
15:13:45	2527/2527	---M-Z	200	added ('OK')	application/json	date:Thu,%2013%20Apr%202017%2014:13:40%20GMT	http://www.livelongerrunning.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.livelongerrunning.com%2Fthe-most-common-mistakes-people-make%2F	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/wp-json/oembed/1.0/embed34e9.json	(from http://www.livelongerrunning.com/the-most-common-mistakes-people-make/)
15:13:46	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Apr%202017%2014:13:40%20GMT	http://www.livelongerrunning.com/?p=546	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/index4cfb.html	(from http://www.livelongerrunning.com/the-most-common-mistakes-people-make/)
15:13:47	2812/2812	---M-Z	200	added ('OK')	text/xml	date:Thu,%2013%20Apr%202017%2014:13:42%20GMT	http://www.livelongerrunning.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.livelongerrunning.com%2Fthe-most-common-mistakes-people-make%2F&format=xml	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/wp-json/oembed/1.0/embed8235	(from http://www.livelongerrunning.com/the-most-common-mistakes-people-make/)
15:13:48	2485/2485	---M-Z	200	added ('OK')	application/json	date:Thu,%2013%20Apr%202017%2014:13:43%20GMT	http://www.livelongerrunning.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.livelongerrunning.com%2Flifespan-tr-1200i-folding-treadmill-review%2F	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/wp-json/oembed/1.0/embed3981.json	(from http://www.livelongerrunning.com/lifespan-tr-1200i-folding-treadmill-review/)
15:13:48	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Apr%202017%2014:13:43%20GMT	http://www.livelongerrunning.com/?p=534	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/index6ca3.html	(from http://www.livelongerrunning.com/lifespan-tr-1200i-folding-treadmill-review/)
15:13:49	2770/2770	---M-Z	200	added ('OK')	text/xml	date:Thu,%2013%20Apr%202017%2014:13:44%20GMT	http://www.livelongerrunning.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.livelongerrunning.com%2Flifespan-tr-1200i-folding-treadmill-review%2F&format=xml	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/wp-json/oembed/1.0/embed9e08	(from http://www.livelongerrunning.com/lifespan-tr-1200i-folding-treadmill-review/)
15:13:50	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Apr%202017%2014:13:44%20GMT	http://www.livelongerrunning.com/lifespan-tr-1200i-folding-treadmill-review/[php]echo%20bloginfo('url');[/php]/images/reviews/LifeSpan_TR_1200i_Folding_Treadmill.jpg	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/lifespan-tr-1200i-folding-treadmill-review/[php]echo%20bloginfo('url');[/php]/images/reviews/LifeSpan_TR_1200i_Folding_Treadmill.jpg	(from http://www.livelongerrunning.com/lifespan-tr-1200i-folding-treadmill-review/)
15:13:51	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Apr%202017%2014:13:45%20GMT	http://www.livelongerrunning.com/lifespan-tr-1200i-folding-treadmill-review/[php]echo%20bloginfo('url');[/php]/B0030EW7Q8/	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/lifespan-tr-1200i-folding-treadmill-review/[php]echo%20bloginfo('url');[/php]/B0030EW7Q8/index.html	(from http://www.livelongerrunning.com/lifespan-tr-1200i-folding-treadmill-review/)
15:13:51	2475/2475	---M-Z	200	added ('OK')	application/json	date:Thu,%2013%20Apr%202017%2014:13:45%20GMT	http://www.livelongerrunning.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.livelongerrunning.com%2Fhorizon-fitness-t101-04-treadmill-review%2F	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/wp-json/oembed/1.0/embed291f.json	(from http://www.livelongerrunning.com/horizon-fitness-t101-04-treadmill-review/)
15:13:51	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Apr%202017%2014:13:45%20GMT	http://www.livelongerrunning.com/?p=634	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/index5cd0.html	(from http://www.livelongerrunning.com/horizon-fitness-t101-04-treadmill-review/)
